Homeologous_ID;Gene;is_Marker_of_Cluster;Specificity;Stability;Genome Asymmetry
TraesCS5A03G1080200;TraesCS5B03G1143400;13Phloem_10Xylem;unspecific;unstable;
TraesCS5A03G1080200;TraesCS5A03G1080200;14RootCap_13Phloem_10Xylem;;;
TraesCS5A03G1080200;TraesCS5D03G1033800;14RootCap_13Phloem_10Xylem;;;
TraesCS5A03G1092000;TraesCS5A03G1092000;3Meristems;specific;stable;
TraesCS5A03G1092000;TraesCS5B03G1156800;3Meristems;;;
TraesCS5A03G1092000;TraesCS5D03G1050300;3Meristems;;;
TraesCS5A03G1097200;TraesCS5D03G1054800;11Endodermis/Phloem;unspecific;unstable;
TraesCS5A03G1097200;TraesCS5A03G1097200;4ProvascularCells_11Endodermis/Phloem;;;
TraesCS5A03G1097200;TraesCS5B03G1164500;6Pericycle_11Endodermis/Phloem;;;
TraesCS5A03G1103900;TraesCS5A03G1103900;9Endodermis;specific;stable;
TraesCS5A03G1103900;TraesCS5B03G1172800;NA;;;
TraesCS5A03G1103900;TraesCS5D03G1060400;NA;;;
TraesCS5A03G1104500;TraesCS5D03G1060900;14RootCap_1Epidermis;unspecific;stable;
TraesCS5A03G1104500;TraesCS5A03G1104500;NA;;;
TraesCS5A03G1104500;TraesCS5B03G1173200;NA;;;
TraesCS5A03G1111800;TraesCS5A03G1111800;5Unknown;specific;stable;
TraesCS5A03G1111800;TraesCS5B03G1179200;NA;;;
TraesCS5A03G1111800;TraesCS5D03G1064600;NA;;;
TraesCS5A03G1115100;TraesCS5B03G1183000;14RootCap_10Xylem;unspecific;unstable;
TraesCS5A03G1115100;TraesCS5D03G1067600;14RootCap_10Xylem;;;
TraesCS5A03G1115100;TraesCS5A03G1115100;14RootCap_11Endodermis/Phloem_10Xylem;;;
TraesCS5A03G1124000;TraesCS5A03G1124000;5Unknown;specific;stable;
TraesCS5A03G1124000;TraesCS5D03G1077500;5Unknown;;;
TraesCS5A03G1124000;TraesCS5B03G1191400;NA;;;
TraesCS5A03G1124600;TraesCS5A03G1124600;5Unknown;specific;stable;
TraesCS5A03G1124600;TraesCS5B03G1191700;NA;;;
TraesCS5A03G1124600;TraesCS5D03G1077800;NA;;;
TraesCS5A03G1132000;TraesCS5B03G1201800;14RootCap;specific;stable;
TraesCS5A03G1132000;TraesCS5D03G1084100;14RootCap;;;
TraesCS5A03G1132000;TraesCS5A03G1132000;NA;;;
TraesCS5A03G1133800;TraesCS5D03G1086900;5Unknown;unspecific;unstable;
TraesCS5A03G1133800;TraesCS5A03G1133800;5Unknown_14RootCap;;;
TraesCS5A03G1133800;TraesCS5B03G1204200;5Unknown_14RootCap;;;
TraesCS5A03G1145500;TraesCS5D03G1101100;5Unknown;unspecific;unstable;
TraesCS5A03G1145500;TraesCS5A03G1145500;5Unknown_14RootCap;;;
TraesCS5A03G1145500;TraesCS5B03G1217900;5Unknown_14RootCap;;;
TraesCS5A03G1151400;TraesCS4B03G0833500;12DividingCells;specific;stable;D_dominant_12
TraesCS5A03G1151400;TraesCS4D03G0742700;12DividingCells;;;
TraesCS5A03G1151400;TraesCS5A03G1151400;NA;;;
TraesCS5A03G1153700;TraesCS4B03G0831200;10Xylem;specific;stable;
TraesCS5A03G1153700;TraesCS4D03G0740600;10Xylem;;;
TraesCS5A03G1153700;TraesCS5A03G1153700;NA;;;
TraesCS5A03G1156700;TraesCS4B03G0827400;5Unknown;specific;stable;B_dominant_5
TraesCS5A03G1156700;TraesCS5A03G1156700;NA;;;
TraesCS5A03G1156700;TraesCS4D03G0738000;NA;;;
TraesCS5A03G1165000;TraesCS4B03G0842800;8RootHair;specific;stable;B_dominant_8
TraesCS5A03G1165000;TraesCS5A03G1165000;NA;;;
TraesCS5A03G1165000;TraesCS4D03G0751500;NA;;;
TraesCS5A03G1168500;TraesCS4D03G0754000;11Endodermis/Phloem;specific;stable;
TraesCS5A03G1168500;TraesCS5A03G1168500;NA;;;
TraesCS5A03G1168500;TraesCS4B03G0846200;NA;;;
TraesCS5A03G1176400;TraesCS5A03G1176400;8RootHair;specific;stable;
TraesCS5A03G1176400;TraesCS4B03G0856900;8RootHair;;;
TraesCS5A03G1176400;TraesCS4D03G0760400;8RootHair;;;
TraesCS5A03G1176700;TraesCS5A03G1176700;13Phloem;specific;stable;
TraesCS5A03G1176700;TraesCS4B03G0857100;13Phloem;;;
TraesCS5A03G1176700;TraesCS4D03G0760800;13Phloem;;;
TraesCS5A03G1177000;TraesCS5A03G1177000;13Phloem;specific;stable;B_suppressed_13
TraesCS5A03G1177000;TraesCS4D03G0761000;13Phloem;;;
TraesCS5A03G1177000;TraesCS4B03G0857200;NA;;;
TraesCS5A03G1178900;TraesCS5A03G1178900;11Endodermis/Phloem;specific;stable;
TraesCS5A03G1178900;TraesCS4B03G0858700;11Endodermis/Phloem;;;
TraesCS5A03G1178900;TraesCS4D03G0762200;11Endodermis/Phloem;;;
TraesCS5A03G1180800;TraesCS4D03G0763900;12DividingCells;specific;stable;D_dominant_12
TraesCS5A03G1180800;TraesCS5A03G1180800;NA;;;
TraesCS5A03G1180800;TraesCS4B03G0861600;NA;;;
TraesCS5A03G1183900;TraesCS4B03G0866000;14RootCap;unspecific;unstable;
TraesCS5A03G1183900;TraesCS4D03G0766300;5Unknown_14RootCap;;;
TraesCS5A03G1183900;TraesCS5A03G1183900;NA;;;
TraesCS5A03G1195000;TraesCS4B03G0882900;7Epidermis_3Meristems;unspecific;stable;
TraesCS5A03G1195000;TraesCS5A03G1195000;NA;;;
TraesCS5A03G1195000;TraesCS4D03G0780800;NA;;;
TraesCS5A03G1203000;TraesCS5A03G1203000;14RootCap;specific;stable;
TraesCS5A03G1203000;TraesCS4B03G0894600;14RootCap;;;
TraesCS5A03G1203000;TraesCS4D03G0788100;14RootCap;;;
TraesCS5A03G1203100;TraesCS4D03G0788200;7Epidermis_3Meristems;unspecific;unstable;
TraesCS5A03G1203100;TraesCS5A03G1203100;7Epidermis_3Meristems_12DividingCells;;;
TraesCS5A03G1203100;TraesCS4B03G0894800;7Epidermis_3Meristems_12DividingCells;;;
TraesCS5A03G1205900;TraesCS4B03G0899400;5Unknown_14RootCap;unspecific;stable;
TraesCS5A03G1205900;TraesCS4D03G0792400;5Unknown_14RootCap;;;
TraesCS5A03G1205900;TraesCS5A03G1205900;NA;;;
TraesCS5A03G1206100;TraesCS4D03G0792700;14RootCap;specific;stable;D_dominant_14
TraesCS5A03G1206100;TraesCS5A03G1206100;NA;;;
TraesCS5A03G1206100;TraesCS4B03G0900700;NA;;;
TraesCS5A03G1207000;TraesCS4D03G0793900;6Pericycle_14RootCap;unspecific;stable;
TraesCS5A03G1207000;TraesCS5A03G1207000;NA;;;
TraesCS5A03G1207000;TraesCS4B03G0901200;NA;;;
TraesCS5A03G1208900;TraesCS4B03G0904100;10Xylem;specific;stable;
TraesCS5A03G1208900;TraesCS4D03G0795800;10Xylem;;;
TraesCS5A03G1208900;TraesCS5A03G1208900;NA;;;
TraesCS5A03G1214500;TraesCS5A03G1214500;13Phloem;specific;stable;A_dominant_13
TraesCS5A03G1214500;TraesCS4B03G0911200;13Phloem;;;
TraesCS5A03G1214500;TraesCS4D03G0801600;13Phloem;;;
TraesCS5A03G1226000;TraesCS5A03G1226000;8RootHair;specific;stable;
TraesCS5A03G1226000;TraesCS4B03G0923500;NA;;;
TraesCS5A03G1226000;TraesCS4D03G0809500;NA;;;
TraesCS5A03G1228700;TraesCS4B03G0925800;2Cortex;specific;stable;A_suppressed_2
TraesCS5A03G1228700;TraesCS4D03G0811800;2Cortex;;;
TraesCS5A03G1228700;TraesCS5A03G1228700;NA;;;
TraesCS5A03G1239800;TraesCS4D03G0823400;13Phloem;specific;stable;
TraesCS5A03G1239800;TraesCS5A03G1239800;NA;;;
TraesCS5A03G1239800;TraesCS4B03G0938200;NA;;;
TraesCS5A03G1239900;TraesCS4B03G0938300;6Pericycle;specific;stable;
TraesCS5A03G1239900;TraesCS5A03G1239900;NA;;;
TraesCS5A03G1239900;TraesCS4D03G0823500;NA;;;
TraesCS5A03G1243000;TraesCS4D03G0825800;12DividingCells;unspecific;unstable;
TraesCS5A03G1243000;TraesCS4B03G0939900;2Cortex_12DividingCells_0Unknown;;;
TraesCS5A03G1243000;TraesCS5A03G1243000;NA;;;
TraesCS5A03G1249100;TraesCS4B03G0947900;6Pericycle;specific;stable;A_suppressed_6
TraesCS5A03G1249100;TraesCS5A03G1249100;NA;;;
TraesCS5A03G1249100;TraesCS4D03G0826700;NA;;;
TraesCS5A03G1257200;TraesCS5A03G1257200;6Pericycle_11Endodermis/Phloem;unspecific;stable;
TraesCS5A03G1257200;TraesCS4B03G0963400;6Pericycle_11Endodermis/Phloem;;;
TraesCS5A03G1257200;TraesCS4D03G0829900;6Pericycle_11Endodermis/Phloem;;;
TraesCS5A03G1259800;TraesCS5A03G1259800;12DividingCells;specific;stable;
TraesCS5A03G1259800;TraesCS4B03G0961600;12DividingCells;;;
TraesCS5A03G1259800;TraesCS4D03G0832200;12DividingCells;;;
TraesCS6A03G0010200;TraesCS6D03G0016600;14RootCap;specific;stable;
TraesCS6A03G0010200;TraesCS6A03G0010200;NA;;;
TraesCS6A03G0010200;TraesCS6B03G0023500;NA;;;
TraesCS6A03G0011900;TraesCS6B03G0025400;8RootHair_14RootCap_1Epidermis;unspecific;unstable;
TraesCS6A03G0011900;TraesCS6D03G0018400;8RootHair_14RootCap_1Epidermis;;;
TraesCS6A03G0011900;TraesCS6A03G0011900;8RootHair_1Epidermis;;;
TraesCS6A03G0058400;TraesCS6D03G0059200;10Xylem;unspecific;unstable;
TraesCS6A03G0058400;TraesCS6B03G0086200;14RootCap_10Xylem;;;
TraesCS6A03G0058400;TraesCS6A03G0058400;NA;;;
TraesCS6A03G0065500;TraesCS6D03G0066700;10Xylem;unspecific;unstable;
TraesCS6A03G0065500;TraesCS6B03G0096600;11Endodermis/Phloem_10Xylem;;;
TraesCS6A03G0065500;TraesCS6A03G0065500;14RootCap_10Xylem;;;
TraesCS6A03G0077300;TraesCS6A03G0077300;3Meristems;specific;stable;A_dominant_3
TraesCS6A03G0077300;TraesCS6B03G0110000;3Meristems;;;
TraesCS6A03G0077300;TraesCS6D03G0079400;3Meristems;;;
TraesCS6A03G0080100;TraesCS6D03G0082600;14RootCap_10Xylem;unspecific;unstable;
TraesCS6A03G0080100;TraesCS6A03G0080100;14RootCap_13Phloem_10Xylem;;;
TraesCS6A03G0080100;TraesCS6B03G0116500;14RootCap_13Phloem_10Xylem;;;
TraesCS6A03G0083500;TraesCS6A03G0083500;1Epidermis;specific;stable;
TraesCS6A03G0083500;TraesCS6B03G0123000;8RootHair_1Epidermis;;;
TraesCS6A03G0083500;TraesCS6D03G0086400;8RootHair_1Epidermis;;;
TraesCS6A03G0107000;TraesCS6A03G0107000;7Epidermis_12DividingCells;unspecific;unstable;
TraesCS6A03G0107000;TraesCS6D03G0114300;7Epidermis_3Meristems;;;
TraesCS6A03G0107000;TraesCS6B03G0149600;7Epidermis_3Meristems_12DividingCells;;;
TraesCS6A03G0137900;TraesCS6A03G0137900;3Meristems;specific;stable;A_suppressed_3
TraesCS6A03G0137900;TraesCS6B03G0184700;3Meristems;;;
TraesCS6A03G0137900;TraesCS5D03G0812600;3Meristems;;;
TraesCS6A03G0138400;TraesCS6A03G0138400;3Meristems;specific;stable;
TraesCS6A03G0138400;TraesCS1D03G0694200;3Meristems;;;
TraesCS6A03G0138400;TraesCS4B03G0911500;NA;;;
TraesCS6A03G0142200;TraesCS6B03G0202500;5Unknown;unspecific;unstable;
TraesCS6A03G0142200;TraesCS6D03G0134500;5Unknown;;;
TraesCS6A03G0142200;TraesCS6A03G0142200;5Unknown_14RootCap;;;
TraesCS6A03G0152600;TraesCS6A03G0152600;0Unknown;specific;stable;
TraesCS6A03G0152600;TraesCS6D03G0136800;0Unknown;;;
TraesCS6A03G0152600;TraesCS6B03G0216500;NA;;;
TraesCS6A03G0154200;TraesCS6D03G0139300;12DividingCells;unspecific;unstable;
TraesCS6A03G0154200;TraesCS6A03G0154200;6Pericycle_12DividingCells;;;
TraesCS6A03G0154200;TraesCS6B03G0219500;6Pericycle_12DividingCells;;;
TraesCS6A03G0157200;TraesCS6D03G0143000;10Xylem;unspecific;unstable;
TraesCS6A03G0157200;TraesCS6B03G0223200;14RootCap;;;
TraesCS6A03G0157200;TraesCS6A03G0157200;NA;;;
TraesCS6A03G0158000;TraesCS6A03G0158000;6Pericycle;unspecific;unstable;
TraesCS6A03G0158000;TraesCS6D03G0143600;6Pericycle;;;
TraesCS6A03G0158000;TraesCS6B03G0223900;6Pericycle_14RootCap;;;
TraesCS6A03G0160900;TraesCS6D03G0146300;6Pericycle;specific;stable;B_suppressed_6
TraesCS6A03G0160900;TraesCS6A03G0160900;NA;;;
TraesCS6A03G0160900;TraesCS6B03G0230000;NA;;;
TraesCS6A03G0187100;TraesCS6D03G0158400;4ProvascularCells_11Endodermis/Phloem_10Xylem;unspecific;unstable;
TraesCS6A03G0187100;TraesCS6A03G0187100;6Pericycle_11Endodermis/Phloem;;;
TraesCS6A03G0187100;TraesCS6B03G0266400;NA;;;
TraesCS6A03G0188400;TraesCS6B03G0277700;14RootCap;unspecific;unstable;
TraesCS6A03G0188400;TraesCS6D03G0161200;14RootCap;;;
TraesCS6A03G0188400;TraesCS6A03G0188400;5Unknown;;;
TraesCS6A03G0209600;TraesCS6B03G0297400;13Phloem;specific;stable;
TraesCS6A03G0209600;TraesCS6A03G0209600;NA;;;
TraesCS6A03G0209600;TraesCS6D03G0168900;NA;;;
TraesCS6A03G0214600;TraesCS6A03G0214600;9Endodermis;unspecific;unstable;
TraesCS6A03G0214600;TraesCS6B03G0304400;9Endodermis_2Cortex;;;
TraesCS6A03G0214600;TraesCS6D03G0174400;NA;;;
TraesCS6A03G0217200;TraesCS6A03G0217200;11Endodermis/Phloem;specific;stable;A_dominant_11
TraesCS6A03G0217200;TraesCS6B03G0306200;NA;;;
TraesCS6A03G0217200;TraesCS6D03G0175600;NA;;;
TraesCS6A03G0223000;TraesCS6A03G0223000;14RootCap;specific;stable;A_dominant_14
TraesCS6A03G0223000;TraesCS6B03G0312400;NA;;;
TraesCS6A03G0223000;TraesCS6D03G0181300;NA;;;
TraesCS6A03G0228500;TraesCS6A03G0228500;13Phloem;specific;stable;
TraesCS6A03G0228500;TraesCS6B03G0317400;13Phloem;;;
TraesCS6A03G0228500;TraesCS6D03G0186100;NA;;;
TraesCS6A03G0237200;TraesCS6A03G0237200;10Xylem;specific;stable;
TraesCS6A03G0237200;TraesCS6B03G0326100;10Xylem;;;
TraesCS6A03G0237200;TraesCS6D03G0193900;10Xylem;;;
TraesCS6A03G0237900;TraesCS6A03G0237900;8RootHair;specific;stable;B_suppressed_8
TraesCS6A03G0237900;TraesCS6D03G0195300;8RootHair;;;
TraesCS6A03G0237900;TraesCS6B03G0327300;NA;;;
TraesCS6A03G0238800;TraesCS6A03G0238800;11Endodermis/Phloem;specific;stable;
TraesCS6A03G0238800;TraesCS6B03G0327500;NA;;;
TraesCS6A03G0238800;TraesCS6D03G0195400;NA;;;
TraesCS6A03G0248100;TraesCS4B03G0345200;14RootCap;specific;stable;B_dominant_14
TraesCS6A03G0248100;TraesCS6A03G0248100;NA;;;
TraesCS6A03G0248100;TraesCS7D03G0581700;NA;;;
TraesCS6A03G0255300;TraesCS6D03G0211100;11Endodermis/Phloem;specific;stable;
TraesCS6A03G0255300;TraesCS6A03G0255300;NA;;;
TraesCS6A03G0255300;TraesCS6B03G0347600;NA;;;
TraesCS6A03G0256500;TraesCS6A03G0256500;10Xylem;specific;stable;A_dominant_10
TraesCS6A03G0256500;TraesCS6B03G0348700;NA;;;
TraesCS6A03G0256500;TraesCS6D03G0211900;NA;;;
TraesCS6A03G0273400;TraesCS6A03G0273400;11Endodermis/Phloem;specific;stable;
TraesCS6A03G0273400;TraesCS6B03G0360900;NA;;;
TraesCS6A03G0273400;TraesCS6D03G0224700;NA;;;
TraesCS6A03G0276700;TraesCS6A03G0276700;3Meristems;specific;stable;
TraesCS6A03G0276700;TraesCS6B03G0365000;3Meristems;;;
TraesCS6A03G0276700;TraesCS6D03G0230100;3Meristems;;;
TraesCS6A03G0286000;TraesCS6A03G0286000;12DividingCells;specific;stable;
TraesCS6A03G0286000;TraesCS6B03G0373800;NA;;;
TraesCS6A03G0286000;TraesCS6D03G0241800;NA;;;
TraesCS6A03G0286800;TraesCS6B03G0374500;11Endodermis/Phloem;unspecific;unstable;
TraesCS6A03G0286800;TraesCS6A03G0286800;4ProvascularCells_11Endodermis/Phloem;;;
TraesCS6A03G0286800;TraesCS6D03G0242900;6Pericycle_4ProvascularCells_14RootCap_11Endodermis/Phloem;;;
TraesCS6A03G0288400;TraesCS6A03G0288400;5Unknown;specific;stable;
TraesCS6A03G0288400;TraesCS6B03G0376200;NA;;;
TraesCS6A03G0288400;TraesCS6D03G0244400;NA;;;
TraesCS6A03G0291100;TraesCS6A03G0291100;5Unknown;specific;stable;
TraesCS6A03G0291100;TraesCS6B03G0380000;NA;;;
TraesCS6A03G0291100;TraesCS6D03G0248000;NA;;;
TraesCS6A03G0306800;TraesCS6A03G0306800;13Phloem;specific;stable;A_dominant_13
TraesCS6A03G0306800;TraesCS6B03G0398800;13Phloem;;;
TraesCS6A03G0306800;TraesCS6D03G0261400;NA;;;
TraesCS6A03G0322900;TraesCS6B03G0417900;13Phloem;specific;stable;A_suppressed_13
TraesCS6A03G0322900;TraesCS6D03G0278900;13Phloem;;;
TraesCS6A03G0322900;TraesCS6A03G0322900;NA;;;
TraesCS6A03G0324800;TraesCS6A03G0324800;13Phloem;specific;stable;
TraesCS6A03G0324800;TraesCS6B03G0419400;13Phloem;;;
TraesCS6A03G0324800;TraesCS6D03G0279900;13Phloem;;;
TraesCS6A03G0325300;TraesCS6B03G0419800;6Pericycle_13Phloem;unspecific;unstable;
TraesCS6A03G0325300;TraesCS6A03G0325300;6Pericycle_13Phloem_11Endodermis/Phloem;;;
TraesCS6A03G0325300;TraesCS6D03G0280000;6Pericycle_13Phloem_11Endodermis/Phloem;;;
TraesCS6A03G0327800;TraesCS6A03G0327800;4ProvascularCells_11Endodermis/Phloem;unspecific;stable;
TraesCS6A03G0327800;TraesCS6B03G0421300;4ProvascularCells_11Endodermis/Phloem;;;
TraesCS6A03G0327800;TraesCS6D03G0281600;4ProvascularCells_11Endodermis/Phloem;;;
TraesCS6A03G0328600;TraesCS6D03G0282300;6Pericycle_10Xylem;unspecific;stable;
TraesCS6A03G0328600;TraesCS6A03G0328600;NA;;;
TraesCS6A03G0328600;TraesCS6B03G0424000;NA;;;
TraesCS6A03G0348000;TraesCS6B03G0443900;11Endodermis/Phloem;specific;stable;
TraesCS6A03G0348000;TraesCS6A03G0348000;NA;;;
TraesCS6A03G0348000;TraesCS6D03G0302400;NA;;;
TraesCS6A03G0351200;TraesCS6B03G0447600;10Xylem;unspecific;unstable;
TraesCS6A03G0351200;TraesCS6D03G0305400;14RootCap_10Xylem;;;
TraesCS6A03G0351200;TraesCS6A03G0351200;NA;;;
TraesCS6A03G0353200;TraesCS6A03G0353200;11Endodermis/Phloem;specific;stable;
TraesCS6A03G0353200;TraesCS6B03G0448700;NA;;;
TraesCS6A03G0353200;TraesCS6D03G0307100;NA;;;
TraesCS6A03G0359400;TraesCS6D03G0314300;12DividingCells;specific;stable;
TraesCS6A03G0359400;TraesCS6A03G0359400;NA;;;
TraesCS6A03G0359400;TraesCS6B03G0454300;NA;;;
TraesCS6A03G0371800;TraesCS6A03G0371800;12DividingCells;specific;stable;D_suppressed_12
TraesCS6A03G0371800;TraesCS6B03G0461200;12DividingCells;;;
TraesCS6A03G0371800;TraesCS6D03G0320400;NA;;;
TraesCS6A03G0375300;TraesCS6A03G0375300;13Phloem;specific;stable;B_suppressed_13
TraesCS6A03G0375300;TraesCS6B03G0463900;NA;;;
TraesCS6A03G0375300;TraesCS6D03G0322500;NA;;;
TraesCS6A03G0375500;TraesCS6B03G0464000;11Endodermis/Phloem;specific;stable;
TraesCS6A03G0375500;TraesCS6D03G0322600;11Endodermis/Phloem;;;
TraesCS6A03G0375500;TraesCS6A03G0375500;NA;;;
TraesCS6A03G0378500;TraesCS6D03G0325600;14RootCap;unspecific;unstable;
TraesCS6A03G0378500;TraesCS6A03G0378500;5Unknown;;;
TraesCS6A03G0378500;TraesCS6B03G0468800;5Unknown;;;
TraesCS6A03G0397300;TraesCS6D03G0329000;11Endodermis/Phloem;specific;stable;A_suppressed_11
TraesCS6A03G0397300;TraesCS6A03G0397300;NA;;;
TraesCS6A03G0397300;TraesCS6B03G0474900;NA;;;
TraesCS6A03G0401800;TraesCS6A03G0401800;13Phloem;specific;stable;A_suppressed_13
TraesCS6A03G0401800;TraesCS6B03G0482100;13Phloem;;;
TraesCS6A03G0401800;TraesCS6D03G0332400;13Phloem;;;
TraesCS6A03G0412600;TraesCS6D03G0350800;12DividingCells;specific;stable;
TraesCS6A03G0412600;TraesCS6A03G0412600;NA;;;
TraesCS6A03G0412600;TraesCS6B03G0502300;NA;;;
TraesCS6A03G0419700;TraesCS6A03G0419700;6Pericycle;specific;stable;A_dominant_6
TraesCS6A03G0419700;TraesCS6B03G0509400;NA;;;
TraesCS6A03G0419700;TraesCS6D03G0356200;NA;;;
TraesCS6A03G0429300;TraesCS6A03G0429300;10Xylem;unspecific;unstable;
TraesCS6A03G0429300;TraesCS6D03G0363400;10Xylem;;;
TraesCS6A03G0429300;TraesCS6B03G0520600;14RootCap_10Xylem;;;
TraesCS6A03G0433700;TraesCS6B03G0559600;7Epidermis;specific;stable;A_suppressed_7
TraesCS6A03G0433700;TraesCS6D03G0376700;7Epidermis;;;
TraesCS6A03G0433700;TraesCS6A03G0433700;NA;;;
TraesCS6A03G0556100;TraesCS6A03G0556100;7Epidermis_12DividingCells;unspecific;unstable;
TraesCS6A03G0556100;TraesCS6B03G0637300;7Epidermis_3Meristems_12DividingCells;;;
TraesCS6A03G0556100;TraesCS6D03G0472800;7Epidermis_3Meristems_12DividingCells;;;
TraesCS6A03G0565200;TraesCS6A03G0565200;11Endodermis/Phloem;specific;stable;A_dominant_11
TraesCS6A03G0565200;TraesCS6B03G0652000;NA;;;
TraesCS6A03G0565200;TraesCS6D03G0467100;NA;;;
TraesCS6A03G0578400;TraesCS6D03G0480400;14RootCap_1Epidermis;unspecific;stable;
TraesCS6A03G0578400;TraesCS6A03G0578400;NA;;;
TraesCS6A03G0578400;TraesCS6B03G0694500;NA;;;
TraesCS6A03G0594800;TraesCS6A03G0594800;12DividingCells;specific;stable;B_suppressed_12
TraesCS6A03G0594800;TraesCS6D03G0493200;12DividingCells;;;
TraesCS6A03G0594800;TraesCS6B03G0723100;NA;;;
TraesCS6A03G0611400;TraesCS6D03G0527700;9Endodermis;unspecific;unstable;
TraesCS6A03G0611400;TraesCS6A03G0611400;9Endodermis_2Cortex;;;
TraesCS6A03G0611400;TraesCS6B03G0761200;NA;;;
TraesCS6A03G0613700;TraesCS6D03G0526600;8RootHair;unspecific;unstable;
TraesCS6A03G0613700;TraesCS6A03G0613700;8RootHair_10Xylem;;;
TraesCS6A03G0613700;TraesCS6B03G0759200;8RootHair_10Xylem;;;
TraesCS6A03G0614100;TraesCS6B03G0758700;9Endodermis;unspecific;unstable;
TraesCS6A03G0614100;TraesCS6A03G0614100;9Endodermis_14RootCap;;;
TraesCS6A03G0614100;TraesCS6D03G0526000;9Endodermis_14RootCap_11Endodermis/Phloem;;;
TraesCS6A03G0617100;TraesCS6A03G0617100;11Endodermis/Phloem;specific;stable;
TraesCS6A03G0617100;TraesCS6B03G0755000;11Endodermis/Phloem;;;
TraesCS6A03G0617100;TraesCS6D03G0525200;11Endodermis/Phloem;;;
TraesCS6A03G0619000;TraesCS6A03G0619000;14RootCap;specific;stable;
TraesCS6A03G0619000;TraesCS6B03G0753700;NA;;;
TraesCS6A03G0619000;TraesCS6D03G0521700;NA;;;
TraesCS6A03G0619500;TraesCS6D03G0519500;8RootHair;specific;stable;
TraesCS6A03G0619500;TraesCS6A03G0619500;NA;;;
TraesCS6A03G0619500;TraesCS6B03G0753300;NA;;;
TraesCS6A03G0622800;TraesCS6A03G0622800;5Unknown;specific;stable;
TraesCS6A03G0622800;TraesCS6B03G0751300;5Unknown;;;
TraesCS6A03G0622800;TraesCS6D03G0518500;NA;;;
TraesCS6A03G0624000;TraesCS6B03G0749500;14RootCap;specific;stable;
TraesCS6A03G0624000;TraesCS6A03G0624000;NA;;;
TraesCS6A03G0624000;TraesCS6D03G0516800;NA;;;
TraesCS6A03G0626900;TraesCS6B03G0747400;7Epidermis;unspecific;unstable;
TraesCS6A03G0626900;TraesCS6A03G0626900;7Epidermis_12DividingCells;;;
TraesCS6A03G0626900;TraesCS6D03G0514800;NA;;;
TraesCS6A03G0643900;TraesCS6D03G0534300;5Unknown_11Endodermis/Phloem;unspecific;stable;
TraesCS6A03G0643900;TraesCS6A03G0643900;NA;;;
TraesCS6A03G0643900;TraesCS6B03G0770100;NA;;;
TraesCS6A03G0648300;TraesCS6B03G0775000;11Endodermis/Phloem;specific;stable;
TraesCS6A03G0648300;TraesCS6D03G0537900;11Endodermis/Phloem;;;
TraesCS6A03G0648300;TraesCS6A03G0648300;NA;;;
TraesCS6A03G0649500;TraesCS6A03G0649500;6Pericycle_11Endodermis/Phloem_10Xylem;unspecific;unstable;
TraesCS6A03G0649500;TraesCS6B03G0776100;6Pericycle_4ProvascularCells_11Endodermis/Phloem;;;
TraesCS6A03G0649500;TraesCS6D03G0538900;6Pericycle_4ProvascularCells_11Endodermis/Phloem_10Xylem;;;
TraesCS6A03G0661900;TraesCS6A03G0661900;9Endodermis;specific;stable;
TraesCS6A03G0661900;TraesCS6B03G0815900;9Endodermis;;;
TraesCS6A03G0661900;TraesCS6D03G0550200;9Endodermis;;;
TraesCS6A03G0664800;TraesCS6B03G0811700;2Cortex;specific;stable;
TraesCS6A03G0664800;TraesCS6D03G0553800;2Cortex;;;
TraesCS6A03G0664800;TraesCS6A03G0664800;NA;;;
TraesCS6A03G0666600;TraesCS6A03G0666600;13Phloem;specific;stable;A_dominant_13
TraesCS6A03G0666600;TraesCS6B03G0810000;13Phloem;;;
TraesCS6A03G0666600;TraesCS6D03G0555500;13Phloem;;;
TraesCS6A03G0667800;TraesCS6A03G0667800;14RootCap_10Xylem;unspecific;unstable;
TraesCS6A03G0667800;TraesCS6B03G0808900;9Endodermis_14RootCap_10Xylem;;;
TraesCS6A03G0667800;TraesCS6D03G0557600;9Endodermis_4ProvascularCells_14RootCap_10Xylem;;;
TraesCS6A03G0669900;TraesCS6A03G0669900;5Unknown_14RootCap;unspecific;stable;
TraesCS6A03G0669900;TraesCS6D03G0559900;5Unknown_14RootCap;;;
TraesCS6A03G0669900;TraesCS6B03G0805800;NA;;;
TraesCS6A03G0672900;TraesCS6D03G0563400;11Endodermis/Phloem_10Xylem;unspecific;unstable;
TraesCS6A03G0672900;TraesCS6A03G0672900;9Endodermis_11Endodermis/Phloem_10Xylem;;;
TraesCS6A03G0672900;TraesCS6B03G0802600;9Endodermis_14RootCap_11Endodermis/Phloem_10Xylem;;;
TraesCS6A03G0673200;TraesCS6A03G0673200;9Endodermis_11Endodermis/Phloem;unspecific;stable;
TraesCS6A03G0673200;TraesCS6B03G0802500;9Endodermis_11Endodermis/Phloem;;;
TraesCS6A03G0673200;TraesCS6D03G0563700;9Endodermis_11Endodermis/Phloem;;;
TraesCS6A03G0674100;TraesCS6B03G0801600;13Phloem;specific;stable;
TraesCS6A03G0674100;TraesCS6A03G0674100;NA;;;
TraesCS6A03G0674100;TraesCS6D03G0564600;NA;;;
